dataset,version,column_index,code,label,period,data_rows
E,2026,79,H5614,ごみのリサイクル率,2023,48
E,2026,80,H6130,小売店数,2021,48
E,2026,81,H6131,飲食店数,2021,48
E,2026,82,H6132,大型小売店数,2021,48
E,2026,83,I510120,一般病院数,2023,48
E,2026,84,I5102,一般診療所数,2023,48
E,2026,85,I5103,歯科診療所数,2023,48
E,2026,86,I6100,医師数,2022,48
E,2026,87,I6200,歯科医師数,2022,48
E,2026,88,I6300,薬剤師数,2022,48
E,2026,89,J2503,保育所等数,2023,48
E,2026,90,J2506,保育所等在所児数,2023,48
E,2026,91,L3221,消費支出（二人以上の世帯）,2024,48
E,2026,92,L322101,食料費（二人以上の世帯）,2024,48
E,2026,93,L322102,住居費（二人以上の世帯）,2024,48
E,2026,94,L322109,教養娯楽費（二人以上の世帯）,2024,48
F,2023v3,0,SSDSE-F-2023v3,地域コード,,611
F,2023v3,1,1991-2020年,都道府県,,611
F,2023v3,2,,市,,611
F,2023v3,3,,月・年,,611
F,2023v3,4,CN100,平均気温,,611
F,2023v3,5,CN110,日最高気温の平均,,611
F,2023v3,6,CN120,日最低気温の平均,,611
F,2023v3,7,CN131,日平均気温0℃未満の日数,,611
F,2023v3,8,CN132,日平均気温25℃以上の日数,,611
F,2023v3,9,CN141,日最高気温0℃未満の日数,,611
F,2023v3,10,CN142,日最高気温25℃以上の日数,,611
F,2023v3,11,CN143,日最高気温30℃以上の日数,,611
F,2023v3,12,CN144,日最高気温35℃以上の日数,,611
F,2023v3,13,CN151,日最低気温0℃未満の日数,,611
F,2023v3,14,CN152,日最低気温25℃以上の日数,,611
F,2023v3,15,CN200,平均現地気圧,,611
F,2023v3,16,CN210,平均海面気圧,,611
F,2023v3,17,CN220,平均相対湿度,,611
F,2023v3,18,CN230,平均蒸気圧,,611
F,2023v3,19,CN300,平均風速,,611
F,2023v3,20,CN311,日最大風速10m/s以上の日数,,611
F,2023v3,21,CN312,日最大風速15m/s以上の日数,,611
F,2023v3,22,CN313,日最大風速20m/s以上の日数,,611
F,2023v3,23,CN400,日照時間の合計,,611
F,2023v3,24,CN410,日照率40%以上の日数,,611
F,2023v3,25,CN420,日照時間0.1時間未満の日数,,611
F,2023v3,26,CN500,降水量の合計,,611
F,2023v3,27,CN511,日降水量1mm以上の日数,,611
F,2023v3,28,CN512,日降水量10mm以上の日数,,611
F,2023v3,29,CN513,日降水量30mm以上の日数,,611
F,2023v3,30,CN514,日降水量50mm以上の日数,,611
F,2023v3,31,CN515,日降水量100mm以上の日数,,611
F,2023v3,32,CN600,雪日数,,611
F,2023v3,33,CN610,降雪量の合計,,611
F,2023v3,34,CN620,降雪量日合計の最大,,611
F,2023v3,35,CN631,降雪量日合計5cm以上の日数,,611
F,2023v3,36,CN632,降雪量日合計10cm以上の日数,,611
F,2023v3,37,CN633,降雪量日合計20cm以上の日数,,611
F,2023v3,38,CN640,最深積雪,,611
F,2023v3,39,CN651,日最深積雪5cm以上の日数,,611
F,2023v3,40,CN652,日最深積雪10cm以上の日数,,611
F,2023v3,41,CN653,日最深積雪20cm以上の日数,,611
F,2023v3,42,CN654,日最深積雪50cm以上の日数,,611
F,2023v3,43,CN900,緯度,,611
F,2023v3,44,CN910,経度,,611
F,2023v3,45,CN920,標高,,611
